App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Compound,Avg_Positive,Avg_Neutral,Avg_Negative,Positive_Count,Neutral_Count,Negative_Count,Total_Reviews
E-Book Read - Read Book for free,BOOKS_AND_REFERENCE,4.5,1857,4.9,50000,Free,0.0,Everyone,Books & Reference,"August 3, 2018",1.3.2,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Download free book with green book,BOOKS_AND_REFERENCE,4.6,4478,9.5,100000,Free,0.0,Everyone 10+,Books & Reference,"July 31, 2017",1.1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Free Panda Radio Music,BOOKS_AND_REFERENCE,4.5,418,4.2,100000,Free,0.0,Everyone,Books & Reference,"March 27, 2018",2.1,4.1 and up,0.20481666666666667,0.3785,0.6215,0.0,3.0,3.0,0.0,6.0
Book store,BOOKS_AND_REFERENCE,4.4,22486,5.4,1000000,Free,0.0,Teen,Books & Reference,"June 6, 2018",3.2.1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English Grammar Complete Handbook,BOOKS_AND_REFERENCE,4.6,1435,2.8,500000,Free,0.0,Everyone,Books & Reference,"January 21, 2018",1.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Free Books - Spirit Fanfiction and Stories,BOOKS_AND_REFERENCE,4.8,116507,5.0,1000000,Free,0.0,Teen,Books & Reference,"August 1, 2018",2.0.075,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlReader -any text book reader,BOOKS_AND_REFERENCE,4.6,90468,5.9,5000000,Free,0.0,Everyone,Books & Reference,"May 27, 2018",1.911805270,2.3 and up,0.4158487179487179,0.29625641025641025,0.6424102564102565,0.061358974358974354,28.0,5.0,6.0,39.0
Offline English Dictionary,BOOKS_AND_REFERENCE,4.2,860,13.0,100000,Free,0.0,Everyone,Books & Reference,"July 17, 2018",1.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oxford Dictionary of English : Free,BOOKS_AND_REFERENCE,4.1,363934,7.1,10000000,Free,0.0,Everyone,Books & Reference,"July 11, 2018",9.1.363,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Offline: English to Tagalog Dictionary,BOOKS_AND_REFERENCE,4.7,967,6.7,500000,Free,0.0,Everyone,Books & Reference,"August 4, 2018",1.1.6,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FamilySearch Tree,BOOKS_AND_REFERENCE,4.3,17506,17.0,1000000,Free,0.0,Everyone,Books & Reference,"July 20, 2018",2.3.18,4.1 and up,0.39261666666666667,0.3736333333333333,0.5671999999999999,0.059133333333333336,24.0,2.0,4.0,30.0
Cloud of Books,BOOKS_AND_REFERENCE,3.3,1862,19.0,1000000,Free,0.0,Everyone,Books & Reference,"April 27, 2018",2.2.5,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recipes of Prophetic Medicine for free,BOOKS_AND_REFERENCE,4.6,2084,6.7,500000,Free,0.0,Everyone,Books & Reference,"May 17, 2018",15.0,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ReadEra – free ebook reader,BOOKS_AND_REFERENCE,4.8,47303,21.0,1000000,Free,0.0,Everyone,Books & Reference,"June 2, 2018",18.05.31+530,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ebook Reader,BOOKS_AND_REFERENCE,4.1,85842,37.0,5000000,Free,0.0,Everyone,Books & Reference,"June 25, 2018",5.0.6,4.0 and up,0.5118641025641025,0.4361794871794872,0.5103589743589744,0.05348717948717948,36.0,1.0,2.0,39.0
Litnet - E-books,BOOKS_AND_REFERENCE,4.6,7831,15.0,100000,Free,0.0,Teen,Books & Reference,"July 4, 2018",1.2.3,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Read books online,BOOKS_AND_REFERENCE,4.1,91615,23.0,5000000,Free,0.0,Mature 17+,Books & Reference,"June 29, 2018",3.12,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English to Urdu Dictionary,BOOKS_AND_REFERENCE,4.6,4620,19.0,500000,Free,0.0,Everyone,Books & Reference,"November 23, 2017",2.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eBoox: book reader fb2 epub zip,BOOKS_AND_REFERENCE,4.7,21336,23.0,1000000,Free,0.0,Everyone,Books & Reference,"June 20, 2018",1.28,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English Persian Dictionary,BOOKS_AND_REFERENCE,4.5,26875,73.0,500000,Free,0.0,Everyone,Books & Reference,"August 1, 2018",6.0.8,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flybook,BOOKS_AND_REFERENCE,3.9,1778,4.9,500000,Free,0.0,Mature 17+,Books & Reference,"October 16, 2014",1.0.3,2.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All Maths Formulas,BOOKS_AND_REFERENCE,4.4,2709,6.8,1000000,Free,0.0,Everyone,Books & Reference,"July 11, 2018",1.9,4.4 and up,0.3777060606060606,0.5143030303030304,0.3983030303030303,0.08739393939393938,25.0,4.0,4.0,33.0
English translation from Bengali,BOOKS_AND_REFERENCE,4.5,527,2.9,100000,Free,0.0,Everyone,Books & Reference,"March 31, 2018",14.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pdf Book Download - Read Pdf Book,BOOKS_AND_REFERENCE,4.4,1322,3.5,100000,Free,0.0,Everyone,Books & Reference,"May 28, 2018",6.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Free Book Reader,BOOKS_AND_REFERENCE,3.4,1680,4.0,100000,Free,0.0,Everyone,Books & Reference,"August 20, 2016",3.05,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eBoox new: Reader for fb2 epub zip books,BOOKS_AND_REFERENCE,4.9,2739,21.0,50000,Free,0.0,Everyone,Books & Reference,"July 17, 2018",2.0,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Only 30 days in English, the guideline is guaranteed",BOOKS_AND_REFERENCE,4.6,1065,2.3,500000,Free,0.0,Everyone,Books & Reference,"June 16, 2018",1.5,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English-Myanmar Dictionary,BOOKS_AND_REFERENCE,4.4,8788,10.0,1000000,Free,0.0,Everyone,Books & Reference,"July 28, 2018",2.5.3,4.0 and up,0.43410789473684214,0.5733684210526316,0.41276315789473683,0.013894736842105264,33.0,4.0,1.0,38.0
Golden Dictionary (EN-AR),BOOKS_AND_REFERENCE,4.4,51269,6.1,1000000,Free,0.0,Everyone,Books & Reference,"July 19, 2018",7.0.4.6,4.2 and up,0.3031621621621622,0.5097567567567568,0.4561351351351351,0.03410810810810811,25.0,9.0,3.0,37.0
All Language Translator Free,BOOKS_AND_REFERENCE,4.4,30105,2.1,1000000,Free,0.0,Everyone,Books & Reference,"July 29, 2018",1.15,4.0.3 and up,0.4404633333333334,0.5407666666666666,0.4355333333333333,0.023700000000000002,24.0,4.0,2.0,30.0
Azpen eReader,BOOKS_AND_REFERENCE,3.5,156,42.0,500000,Free,0.0,Everyone,Books & Reference,"February 15, 2018",3.1.7.9,2.2 and up,0.2509217391304348,0.38582608695652176,0.4767391304347826,0.13743478260869565,14.0,3.0,6.0,23.0
English Dictionary - Offline,BOOKS_AND_REFERENCE,4.4,341157,30.0,10000000,Free,0.0,Everyone 10+,Books & Reference,"March 20, 2018",3.9.1,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADP Mobile Solutions,BUSINESS,4.3,85185,29.0,5000000,Free,0.0,Everyone,Business,"July 17, 2018",3.4.2,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002861,35.0,100000000,Free,0.0,Everyone,Business,"August 2, 2018",9.7.14188,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USPS MOBILE®,BUSINESS,3.9,16589,9.1,1000000,Free,0.0,Everyone,Business,"June 14, 2018",4.9.10,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Job Search by ZipRecruiter,BUSINESS,4.8,148945,25.0,1000000,Free,0.0,Everyone,Business,"July 19, 2018",5.2.8,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4458,3.9,500000,Free,0.0,Everyone,Business,"July 8, 2018",3.3,4.1 and up,0.4877447368421053,0.40192105263157896,0.5495,0.04863157894736842,30.0,5.0,3.0,38.0
Google Primer,BUSINESS,4.4,62272,18.0,10000000,Free,0.0,Everyone,Business,"June 26, 2018",3.550.2,4.1 and up,0.5326500000000001,1.0,0.0,0.0,2.0,0.0,0.0,2.0
Alba Heaven - Alvarez Job Portal Services,BUSINESS,4.0,8941,12.0,5000000,Free,0.0,Everyone,Business,"July 31, 2018",4.6.30,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SuperLivePro,BUSINESS,4.3,46353,21.0,1000000,Free,0.0,Everyone,Business,"April 13, 2016",2.8,1.5 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polaris Office for LG,BUSINESS,4.2,30847,55.0,5000000,Free,0.0,Everyone,Business,"February 8, 2018",7.3.21,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Call Blocker,BUSINESS,4.6,188841,3.2,5000000,Free,0.0,Everyone,Business,"June 21, 2018",1.1.13,4.0 and up,0.17136666666666667,0.20066666666666666,0.628,0.17133333333333334,2.0,0.0,1.0,3.0
Plugin:AOT v5.0,BUSINESS,3.1,4034,0.023,100000,Free,0.0,Everyone,Business,"September 11, 2015",3.0.1.11 (Build 311),2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kariyer.net,BUSINESS,3.9,45964,16.0,1000000,Free,0.0,Everyone,Business,"July 18, 2018",5.1.5,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Become a Job - Find a job or advertise,BUSINESS,4.1,6903,14.0,1000000,Free,0.0,Everyone,Business,"July 10, 2018",2.3.6,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZOOM Cloud Meetings,BUSINESS,4.4,31614,37.0,10000000,Free,0.0,Everyone,Business,"July 20, 2018",4.1.28165.0716,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,4.5,207372,11.0,5000000,Free,0.0,Everyone,Business,"August 2, 2018",12.2.4,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ViettelPost express delivery,BUSINESS,4.4,1225,25.0,100000,Free,0.0,Everyone,Business,"August 1, 2018",1.0.6.8,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyASUS - Service Center,BUSINESS,4.4,380837,7.3,10000000,Free,0.0,Everyone,Business,"July 4, 2018",3.4.5,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Job Korea - Career Jobs,BUSINESS,4.3,10600,6.5,1000000,Free,0.0,Everyone,Business,"August 1, 2018",2.5.6,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25.0,1000000,Free,0.0,Everyone,Business,"July 27, 2018",1.12.5,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myanmar 2D/3D,BUSINESS,4.6,822,3.1,100000,Free,0.0,Everyone,Business,"June 8, 2018",1.5,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sABN,BUSINESS,4.4,2287,1.5,1000000,Free,0.0,Everyone,Business,"March 26, 2018",4.9,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATI Cargoes and Transportation,BUSINESS,4.7,4162,7.5,100000,Free,0.0,Everyone,Business,"July 24, 2018",0.9.4,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Secure Folder,BUSINESS,3.8,14760,8.6,50000000,Free,0.0,Everyone,Business,"January 31, 2018",1.1.07.6,7.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39.0,10000000,Free,0.0,Everyone,Business,"May 30, 2017",1.2.6,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14.0,10000000,Free,0.0,Everyone,Business,"July 11, 2018",3.9.2,4.1 and up,0.5447648648648649,0.4126351351351351,0.5713378378378379,0.016027027027027026,61.0,11.0,2.0,74.0
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19.0,1000000,Free,0.0,Everyone,Business,"August 2, 2018",3.4.49,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8,100000,Paid,4.99,Everyone,Business,"March 25, 2018",1.5.2,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39.0,100000,Paid,4.99,Everyone,Business,"April 11, 2017",3.4.6,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zenefits,BUSINESS,4.2,296,14.0,50000,Free,0.0,Everyone,Business,"June 15, 2018",3.2.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Google Ads,BUSINESS,4.3,29313,20.0,5000000,Free,0.0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up,0.2869138888888889,0.4071388888888889,0.5304444444444445,0.06243055555555556,48.0,8.0,16.0,72.0
FreshBooks Classic,BUSINESS,4.1,1802,26.0,100000,Free,0.0,Everyone,Business,"April 18, 2018",1.7.14,4.2 and up,0.26267402597402595,0.2282337662337662,0.6607792207792208,0.11106493506493506,50.0,10.0,17.0,77.0
Insightly CRM,BUSINESS,3.8,1383,51.0,100000,Free,0.0,Everyone,Business,"July 12, 2018",3.24.1,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41.0,1000000,Free,0.0,Everyone,Business,"July 13, 2018",18.7,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20.0,500000,Free,0.0,Everyone,Business,"July 3, 2018",3.19.005,4.1 and up,-0.14166060606060607,0.04565151515151515,0.8508939393939394,0.10346969696969696,8.0,31.0,27.0,66.0
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12.0,500000,Free,0.0,Everyone,Business,"July 25, 2018",4.9.1,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48.0,500000,Free,0.0,Everyone,Business,"July 20, 2018",6.1.2,4.0.3 and up,0.6113275,0.47043749999999995,0.4879125,0.041612500000000004,76.0,0.0,4.0,80.0
Asana: organize team projects,BUSINESS,4.3,20815,10.0,1000000,Free,0.0,Everyone,Business,"July 26, 2018",6.4.4,5.0 and up,0.49117906976744186,0.30990697674418605,0.579953488372093,0.11016279069767441,38.0,0.0,5.0,43.0
Google Analytics,BUSINESS,4.5,78662,22.0,1000000,Free,0.0,Everyone,Business,"February 13, 2018",3.7.5,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AdWords Express,BUSINESS,4.1,7149,11.0,1000000,Free,0.0,Everyone,Business,"July 31, 2018",2.6.158,4.0 and up,0.145438,0.25896,0.6613,0.07974,19.0,24.0,7.0,50.0
Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5,100000,Free,0.0,Everyone,Business,"August 2, 2018",5.20.7,4.1 and up,0.4424676056338028,0.5173380281690141,0.4505492957746479,0.03211267605633803,59.0,8.0,4.0,71.0
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6,100000,Free,0.0,Everyone,Business,"August 2, 2018",5.20.7,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28.0,1000000,Free,0.0,Everyone,Business,"August 1, 2018",10.46.2,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cisco Webex Meetings,BUSINESS,4.4,108741,28.0,10000000,Free,0.0,Everyone,Business,"July 20, 2018",11.1.0,4.3 and up,0.3236769230769231,0.2154871794871795,0.705974358974359,0.07846153846153846,25.0,6.0,8.0,39.0
ScreenMeet. Easy Phone Meeting,BUSINESS,4.0,624,9.0,100000,Free,0.0,Everyone,Business,"March 22, 2018",1.2.287,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cisco Webex Teams,BUSINESS,4.2,1661,46.0,100000,Free,0.0,Everyone,Business,"August 2, 2018",3.0.4651,4.4 and up,0.2262025,0.270675,0.64415,0.085275,24.0,6.0,10.0,40.0
Start Meeting,BUSINESS,4.1,308,14.0,50000,Free,0.0,Everyone,Business,"May 29, 2018",3.1.4.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ClickMeeting Webinars,BUSINESS,3.8,5211,26.0,1000000,Free,0.0,Everyone,Business,"July 30, 2018",3.3.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BlueJeans for Android,BUSINESS,3.9,1058,23.0,500000,Free,0.0,Everyone,Business,"June 29, 2018",2.22.397,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Verify - Receipts & Expenses,BUSINESS,4.5,413,29.0,10000,Free,0.0,Everyone,Business,"July 25, 2018",2.0.19,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manga Master - Best manga & comic reader,COMICS,4.6,24005,4.9,500000,Free,0.0,Adults only 18+,Comics,"July 4, 2018",1.1.7.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27.0,1000000,Free,0.0,Teen,Comics,"July 23, 2018",2.11.3,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Röhrich Werner Soundboard,COMICS,4.7,2249,32.0,500000,Free,0.0,Everyone,Comics,"November 16, 2017",1.08,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unicorn Pokez - Color By Number,COMICS,4.8,516,12.0,50000,Free,0.0,Everyone,Comics;Creativity,"August 3, 2018",1.0.6,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MangaToon - Comics updated Daily,COMICS,3.9,834,15.0,50000,Free,0.0,Mature 17+,Comics,"August 1, 2018",1.0.8,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11.0,50000,Free,0.0,Mature 17+,Comics,"July 7, 2018",1.5,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manga Rock - Best Manga Reader,COMICS,4.4,238970,28.0,1000000,Free,0.0,Teen,Comics,"July 9, 2018",3.4.3_world,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manga - read Thai translation,COMICS,4.6,302,2.2,10000,Free,0.0,Teen,Comics,"July 3, 2018",1.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Vietnam Story - Fun Stories,COMICS,4.5,438,3.4,10000,Free,0.0,Everyone,Comics,"December 27, 2017",1.0,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8.3,10000,Free,0.0,Everyone,Comics,"July 23, 2018",1.9,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Funny Jokes Photos,COMICS,4.4,39,4.3,10000,Free,0.0,Everyone 10+,Comics,"July 3, 2018",1.1,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Truyện Vui Tý Quậy,COMICS,4.5,144,4.7,10000,Free,0.0,Everyone,Comics,"July 19, 2018",3.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10.0,100000,Free,0.0,Teen,Comics,"March 5, 2018",1.2.12,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15.0,5000000,Free,0.0,Teen,Comics,"July 3, 2018",6.3.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7.1,100000,Free,0.0,Mature 17+,Comics,"May 18, 2018",1.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21.0,1000000,Free,0.0,Mature 17+,Comics,"July 6, 2018",2.3.1,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuella Funny Videos 2018,COMICS,4.5,314,6.1,100000,Free,0.0,Everyone,Comics,"May 23, 2018",3.1.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15.0,1000000,Free,0.0,Teen,Comics,"July 19, 2018",4.7.3,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvel Unlimited,COMICS,3.7,22551,11.0,1000000,Free,0.0,Teen,Comics,"July 24, 2018",3.16.0,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29.0,1000000,Free,0.0,Teen,Comics,"July 31, 2018",4.1.0,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3.3,100000,Free,0.0,Everyone,Comics,"December 18, 2017",1.6,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faustop Sounds,COMICS,4.7,1677,40.0,100000,Free,0.0,Everyone,Comics,"May 26, 2018",1.7.7,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manga Mania - Best online manga reader,COMICS,4.4,757,10.0,10000,Free,0.0,Teen,Comics,"May 24, 2018",1.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
- Free Comics - Comic Apps,COMICS,3.5,115,9.1,10000,Free,0.0,Mature 17+,Comics,"July 13, 2018",5.0.12,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manga AZ - Manga Comic Reader,COMICS,3.3,125,4.7,5000,Free,0.0,Teen,Comics,"July 24, 2018",1.0.4,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38.0,500000,Free,0.0,Everyone 10+,Comics,"July 31, 2018",4.3.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Funny Jokes and Stories 2018,COMICS,4.2,21,6.7,5000,Free,0.0,Everyone,Comics,"March 31, 2018",1.3,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15,37.0,1000,Free,0.0,Everyone,Comics,"June 26, 2018",2.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7.8,10000,Free,0.0,Teen,Comics,"June 16, 2018",1.01,4.0.3 and up,0.3971,0.46749999999999997,0.5325,0.0,7.0,3.0,0.0,10.0
think Comics,COMICS,4.4,1006,19.0,50000,Free,0.0,Everyone,Comics,"August 3, 2018",2.3.3,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Memes Button,COMICS,4.4,5968,5.7,1000000,Free,0.0,Everyone,Comics,"May 28, 2018",1.4,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35.0,100000,Free,0.0,Everyone,Comics,"August 2, 2018",2.4.25,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Messenger for SMS,COMMUNICATION,4.3,125257,17.0,10000000,Free,0.0,Teen,Communication,"June 6, 2018",1.8.9,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My Tele2,COMMUNICATION,4.3,158679,8.8,5000000,Free,0.0,Everyone,Communication,"August 3, 2018",2.4.1,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16.0,100000000,Free,0.0,Everyone,Communication,"July 18, 2018",5.29.3,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imo beta free calls and text,COMMUNICATION,4.3,659395,11.0,100000000,Free,0.0,Everyone,Communication,"June 7, 2018",9.8.000000010492,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imo free video calls and chat,COMMUNICATION,4.3,4785892,11.0,500000000,Free,0.0,Everyone,Communication,"June 8, 2018",9.8.000000010501,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Call Free – Free Call,COMMUNICATION,4.3,30209,15.0,5000000,Free,0.0,Everyone,Communication,"July 28, 2018",1.3.4,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Web Browser & Explorer,COMMUNICATION,4.0,36901,6.6,5000000,Free,0.0,Everyone,Communication,"July 4, 2018",11.8.6,4.0.3 - 7.1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Browser 4G,COMMUNICATION,4.3,192948,6.6,10000000,Free,0.0,Everyone,Communication,"June 19, 2018",24.6.6,4.0.3 - 7.1.1,0.37367058823529414,0.5386470588235294,0.432,0.02935294117647059,26.0,7.0,1.0,34.0
Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1,10000000,Free,0.0,Everyone,Communication,"July 2, 2018",3.2.0.100171,4.1 and up,0.07609,0.1577,0.717375,0.12484999999999999,22.0,4.0,14.0,40.0
TracFone My Account,COMMUNICATION,3.6,20769,18.0,1000000,Free,0.0,Everyone,Communication,"July 11, 2018",R6.0.3,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4.0,1000000,Free,0.0,Everyone,Communication,"July 6, 2018",5.2,5.0 and up,0.4630671875,0.2345,0.6804375,0.085125,47.0,7.0,10.0,64.0
