App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Compound,Avg_Positive,Avg_Neutral,Avg_Negative,Sentiment,Positive_Count,Neutral_Count,Negative_Count,Total_Reviews
English to Urdu Dictionary,BOOKS_AND_REFERENCE,4.6,4620,19.0,500000,Free,0.0,Everyone,Books & Reference,"November 23, 2017",2.0,4.0.3 and up,,,,,Unknown,,,,
eBoox: book reader fb2 epub zip,BOOKS_AND_REFERENCE,4.7,21336,23.0,1000000,Free,0.0,Everyone,Books & Reference,"June 20, 2018",1.28,3.0 and up,,,,,Unknown,,,,
English Persian Dictionary,BOOKS_AND_REFERENCE,4.5,26875,73.0,500000,Free,0.0,Everyone,Books & Reference,"August 1, 2018",6.0.8,4.0.3 and up,,,,,Unknown,,,,
Flybook,BOOKS_AND_REFERENCE,3.9,1778,4.9,500000,Free,0.0,Mature 17+,Books & Reference,"October 16, 2014",1.0.3,2.1 and up,,,,,Unknown,,,,
All Maths Formulas,BOOKS_AND_REFERENCE,4.4,2709,6.8,1000000,Free,0.0,Everyone,Books & Reference,"July 11, 2018",1.9,4.4 and up,0.3777060606060606,0.5143030303030304,0.3983030303030303,0.08739393939393938,Positive,25.0,4.0,4.0,33.0
English translation from Bengali,BOOKS_AND_REFERENCE,4.5,527,2.9,100000,Free,0.0,Everyone,Books & Reference,"March 31, 2018",14.0,4.0 and up,,,,,Unknown,,,,
Pdf Book Download - Read Pdf Book,BOOKS_AND_REFERENCE,4.4,1322,3.5,100000,Free,0.0,Everyone,Books & Reference,"May 28, 2018",6.0,4.0.3 and up,,,,,Unknown,,,,
Free Book Reader,BOOKS_AND_REFERENCE,3.4,1680,4.0,100000,Free,0.0,Everyone,Books & Reference,"August 20, 2016",3.05,4.0.3 and up,,,,,Unknown,,,,
eBoox new: Reader for fb2 epub zip books,BOOKS_AND_REFERENCE,4.9,2739,21.0,50000,Free,0.0,Everyone,Books & Reference,"July 17, 2018",2.0,3.0 and up,,,,,Unknown,,,,
"Only 30 days in English, the guideline is guaranteed",BOOKS_AND_REFERENCE,4.6,1065,2.3,500000,Free,0.0,Everyone,Books & Reference,"June 16, 2018",1.5,3.0 and up,,,,,Unknown,,,,
English-Myanmar Dictionary,BOOKS_AND_REFERENCE,4.4,8788,10.0,1000000,Free,0.0,Everyone,Books & Reference,"July 28, 2018",2.5.3,4.0 and up,0.43410789473684214,0.5733684210526316,0.41276315789473683,0.013894736842105264,Positive,33.0,4.0,1.0,38.0
Golden Dictionary (EN-AR),BOOKS_AND_REFERENCE,4.4,51269,6.1,1000000,Free,0.0,Everyone,Books & Reference,"July 19, 2018",7.0.4.6,4.2 and up,0.3031621621621622,0.5097567567567568,0.4561351351351351,0.03410810810810811,Positive,25.0,9.0,3.0,37.0
All Language Translator Free,BOOKS_AND_REFERENCE,4.4,30105,2.1,1000000,Free,0.0,Everyone,Books & Reference,"July 29, 2018",1.15,4.0.3 and up,0.4404633333333334,0.5407666666666666,0.4355333333333333,0.023700000000000002,Positive,24.0,4.0,2.0,30.0
Azpen eReader,BOOKS_AND_REFERENCE,3.5,156,42.0,500000,Free,0.0,Everyone,Books & Reference,"February 15, 2018",3.1.7.9,2.2 and up,0.2509217391304348,0.38582608695652176,0.4767391304347826,0.13743478260869565,Positive,14.0,3.0,6.0,23.0
English Dictionary - Offline,BOOKS_AND_REFERENCE,4.4,341157,30.0,10000000,Free,0.0,Everyone 10+,Books & Reference,"March 20, 2018",3.9.1,4.2 and up,,,,,Unknown,,,,
ADP Mobile Solutions,BUSINESS,4.3,85185,29.0,5000000,Free,0.0,Everyone,Business,"July 17, 2018",3.4.2,5.0 and up,,,,,Unknown,,,,
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002861,35.0,100000000,Free,0.0,Everyone,Business,"August 2, 2018",9.7.14188,4.1 and up,,,,,Unknown,,,,
USPS MOBILE®,BUSINESS,3.9,16589,9.1,1000000,Free,0.0,Everyone,Business,"June 14, 2018",4.9.10,4.0.3 and up,,,,,Unknown,,,,
Job Search by ZipRecruiter,BUSINESS,4.8,148945,25.0,1000000,Free,0.0,Everyone,Business,"July 19, 2018",5.2.8,5.0 and up,,,,,Unknown,,,,
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4458,3.9,500000,Free,0.0,Everyone,Business,"July 8, 2018",3.3,4.1 and up,0.4877447368421053,0.40192105263157896,0.5495,0.04863157894736842,Positive,30.0,5.0,3.0,38.0
Google Primer,BUSINESS,4.4,62272,18.0,10000000,Free,0.0,Everyone,Business,"June 26, 2018",3.550.2,4.1 and up,0.5326500000000001,1.0,0.0,0.0,Positive,2.0,0.0,0.0,2.0
Alba Heaven - Alvarez Job Portal Services,BUSINESS,4.0,8941,12.0,5000000,Free,0.0,Everyone,Business,"July 31, 2018",4.6.30,4.0.3 and up,,,,,Unknown,,,,
SuperLivePro,BUSINESS,4.3,46353,21.0,1000000,Free,0.0,Everyone,Business,"April 13, 2016",2.8,1.5 and up,,,,,Unknown,,,,
Polaris Office for LG,BUSINESS,4.2,30847,55.0,5000000,Free,0.0,Everyone,Business,"February 8, 2018",7.3.21,4.1 and up,,,,,Unknown,,,,
Call Blocker,BUSINESS,4.6,188841,3.2,5000000,Free,0.0,Everyone,Business,"June 21, 2018",1.1.13,4.0 and up,0.17136666666666667,0.20066666666666666,0.628,0.17133333333333334,Positive,2.0,0.0,1.0,3.0
Plugin:AOT v5.0,BUSINESS,3.1,4034,0.023,100000,Free,0.0,Everyone,Business,"September 11, 2015",3.0.1.11 (Build 311),2.2 and up,,,,,Unknown,,,,
Kariyer.net,BUSINESS,3.9,45964,16.0,1000000,Free,0.0,Everyone,Business,"July 18, 2018",5.1.5,4.1 and up,,,,,Unknown,,,,
Become a Job - Find a job or advertise,BUSINESS,4.1,6903,14.0,1000000,Free,0.0,Everyone,Business,"July 10, 2018",2.3.6,4.1 and up,,,,,Unknown,,,,
ZOOM Cloud Meetings,BUSINESS,4.4,31614,37.0,10000000,Free,0.0,Everyone,Business,"July 20, 2018",4.1.28165.0716,4.0 and up,,,,,Unknown,,,,
"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,4.5,207372,11.0,5000000,Free,0.0,Everyone,Business,"August 2, 2018",12.2.4,4.0 and up,,,,,Unknown,,,,
ViettelPost express delivery,BUSINESS,4.4,1225,25.0,100000,Free,0.0,Everyone,Business,"August 1, 2018",1.0.6.8,4.1 and up,,,,,Unknown,,,,
MyASUS - Service Center,BUSINESS,4.4,380837,7.3,10000000,Free,0.0,Everyone,Business,"July 4, 2018",3.4.5,4.2 and up,,,,,Unknown,,,,
Job Korea - Career Jobs,BUSINESS,4.3,10600,6.5,1000000,Free,0.0,Everyone,Business,"August 1, 2018",2.5.6,4.0 and up,,,,,Unknown,,,,
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25.0,1000000,Free,0.0,Everyone,Business,"July 27, 2018",1.12.5,4.0 and up,,,,,Unknown,,,,
Myanmar 2D/3D,BUSINESS,4.6,822,3.1,100000,Free,0.0,Everyone,Business,"June 8, 2018",1.5,4.0.3 and up,,,,,Unknown,,,,
sABN,BUSINESS,4.4,2287,1.5,1000000,Free,0.0,Everyone,Business,"March 26, 2018",4.9,2.2 and up,,,,,Unknown,,,,
ATI Cargoes and Transportation,BUSINESS,4.7,4162,7.5,100000,Free,0.0,Everyone,Business,"July 24, 2018",0.9.4,4.0.3 and up,,,,,Unknown,,,,
Secure Folder,BUSINESS,3.8,14760,8.6,50000000,Free,0.0,Everyone,Business,"January 31, 2018",1.1.07.6,7.0 and up,,,,,Unknown,,,,
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39.0,10000000,Free,0.0,Everyone,Business,"May 30, 2017",1.2.6,3.0 and up,,,,,Unknown,,,,
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14.0,10000000,Free,0.0,Everyone,Business,"July 11, 2018",3.9.2,4.1 and up,0.5447648648648649,0.4126351351351351,0.5713378378378379,0.016027027027027026,Positive,61.0,11.0,2.0,74.0
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19.0,1000000,Free,0.0,Everyone,Business,"August 2, 2018",3.4.49,4.1 and up,,,,,Unknown,,,,
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8,100000,Paid,4.99,Everyone,Business,"March 25, 2018",1.5.2,4.0 and up,,,,,Unknown,,,,
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39.0,100000,Paid,4.99,Everyone,Business,"April 11, 2017",3.4.6,3.0 and up,,,,,Unknown,,,,
Zenefits,BUSINESS,4.2,296,14.0,50000,Free,0.0,Everyone,Business,"June 15, 2018",3.2.1,4.1 and up,,,,,Unknown,,,,
Google Ads,BUSINESS,4.3,29313,20.0,5000000,Free,0.0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up,0.2869138888888889,0.4071388888888889,0.5304444444444445,0.06243055555555556,Positive,48.0,8.0,16.0,72.0
FreshBooks Classic,BUSINESS,4.1,1802,26.0,100000,Free,0.0,Everyone,Business,"April 18, 2018",1.7.14,4.2 and up,0.26267402597402595,0.2282337662337662,0.6607792207792208,0.11106493506493506,Positive,50.0,10.0,17.0,77.0
Insightly CRM,BUSINESS,3.8,1383,51.0,100000,Free,0.0,Everyone,Business,"July 12, 2018",3.24.1,5.0 and up,,,,,Unknown,,,,
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41.0,1000000,Free,0.0,Everyone,Business,"July 13, 2018",18.7,4.1 and up,,,,,Unknown,,,,
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20.0,500000,Free,0.0,Everyone,Business,"July 3, 2018",3.19.005,4.1 and up,-0.14166060606060607,0.04565151515151515,0.8508939393939394,0.10346969696969696,Neutral,8.0,31.0,27.0,66.0
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12.0,500000,Free,0.0,Everyone,Business,"July 25, 2018",4.9.1,5.0 and up,,,,,Unknown,,,,
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48.0,500000,Free,0.0,Everyone,Business,"July 20, 2018",6.1.2,4.0.3 and up,0.6113275,0.47043749999999995,0.4879125,0.041612500000000004,Positive,76.0,0.0,4.0,80.0
Asana: organize team projects,BUSINESS,4.3,20815,10.0,1000000,Free,0.0,Everyone,Business,"July 26, 2018",6.4.4,5.0 and up,0.49117906976744186,0.30990697674418605,0.579953488372093,0.11016279069767441,Positive,38.0,0.0,5.0,43.0
Google Analytics,BUSINESS,4.5,78662,22.0,1000000,Free,0.0,Everyone,Business,"February 13, 2018",3.7.5,4.4 and up,,,,,Unknown,,,,
AdWords Express,BUSINESS,4.1,7149,11.0,1000000,Free,0.0,Everyone,Business,"July 31, 2018",2.6.158,4.0 and up,0.145438,0.25896,0.6613,0.07974,Neutral,19.0,24.0,7.0,50.0
Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5,100000,Free,0.0,Everyone,Business,"August 2, 2018",5.20.7,4.1 and up,0.4424676056338028,0.5173380281690141,0.4505492957746479,0.03211267605633803,Positive,59.0,8.0,4.0,71.0
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6,100000,Free,0.0,Everyone,Business,"August 2, 2018",5.20.7,4.1 and up,,,,,Unknown,,,,
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28.0,1000000,Free,0.0,Everyone,Business,"August 1, 2018",10.46.2,4.1 and up,,,,,Unknown,,,,
Cisco Webex Meetings,BUSINESS,4.4,108741,28.0,10000000,Free,0.0,Everyone,Business,"July 20, 2018",11.1.0,4.3 and up,0.3236769230769231,0.2154871794871795,0.705974358974359,0.07846153846153846,Positive,25.0,6.0,8.0,39.0
ScreenMeet. Easy Phone Meeting,BUSINESS,4.0,624,9.0,100000,Free,0.0,Everyone,Business,"March 22, 2018",1.2.287,5.0 and up,,,,,Unknown,,,,
Cisco Webex Teams,BUSINESS,4.2,1661,46.0,100000,Free,0.0,Everyone,Business,"August 2, 2018",3.0.4651,4.4 and up,0.2262025,0.270675,0.64415,0.085275,Positive,24.0,6.0,10.0,40.0
Start Meeting,BUSINESS,4.1,308,14.0,50000,Free,0.0,Everyone,Business,"May 29, 2018",3.1.4.0,4.0.3 and up,,,,,Unknown,,,,
ClickMeeting Webinars,BUSINESS,3.8,5211,26.0,1000000,Free,0.0,Everyone,Business,"July 30, 2018",3.3.0,4.0 and up,,,,,Unknown,,,,
BlueJeans for Android,BUSINESS,3.9,1058,23.0,500000,Free,0.0,Everyone,Business,"June 29, 2018",2.22.397,5.0 and up,,,,,Unknown,,,,
Verify - Receipts & Expenses,BUSINESS,4.5,413,29.0,10000,Free,0.0,Everyone,Business,"July 25, 2018",2.0.19,5.0 and up,,,,,Unknown,,,,
Manga Master - Best manga & comic reader,COMICS,4.6,24005,4.9,500000,Free,0.0,Adults only 18+,Comics,"July 4, 2018",1.1.7.0,4.1 and up,,,,,Unknown,,,,
GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27.0,1000000,Free,0.0,Teen,Comics,"July 23, 2018",2.11.3,4.1 and up,,,,,Unknown,,,,
Röhrich Werner Soundboard,COMICS,4.7,2249,32.0,500000,Free,0.0,Everyone,Comics,"November 16, 2017",1.08,4.0.3 and up,,,,,Unknown,,,,
Unicorn Pokez - Color By Number,COMICS,4.8,516,12.0,50000,Free,0.0,Everyone,Comics;Creativity,"August 3, 2018",1.0.6,4.4 and up,,,,,Unknown,,,,
MangaToon - Comics updated Daily,COMICS,3.9,834,15.0,50000,Free,0.0,Mature 17+,Comics,"August 1, 2018",1.0.8,4.1 and up,,,,,Unknown,,,,
Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11.0,50000,Free,0.0,Mature 17+,Comics,"July 7, 2018",1.5,4.1 and up,,,,,Unknown,,,,
Manga Rock - Best Manga Reader,COMICS,4.4,238970,28.0,1000000,Free,0.0,Teen,Comics,"July 9, 2018",3.4.3_world,5.0 and up,,,,,Unknown,,,,
Manga - read Thai translation,COMICS,4.6,302,2.2,10000,Free,0.0,Teen,Comics,"July 3, 2018",1.0,4.0 and up,,,,,Unknown,,,,
The Vietnam Story - Fun Stories,COMICS,4.5,438,3.4,10000,Free,0.0,Everyone,Comics,"December 27, 2017",1.0,2.3 and up,,,,,Unknown,,,,
Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8.3,10000,Free,0.0,Everyone,Comics,"July 23, 2018",1.9,4.0.3 and up,,,,,Unknown,,,,
Funny Jokes Photos,COMICS,4.4,39,4.3,10000,Free,0.0,Everyone 10+,Comics,"July 3, 2018",1.1,4.2 and up,,,,,Unknown,,,,
Truyện Vui Tý Quậy,COMICS,4.5,144,4.7,10000,Free,0.0,Everyone,Comics,"July 19, 2018",3.0,4.0.3 and up,,,,,Unknown,,,,
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10.0,100000,Free,0.0,Teen,Comics,"March 5, 2018",1.2.12,4.0.3 and up,,,,,Unknown,,,,
comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15.0,5000000,Free,0.0,Teen,Comics,"July 3, 2018",6.3.0,4.0.3 and up,,,,,Unknown,,,,
Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7.1,100000,Free,0.0,Mature 17+,Comics,"May 18, 2018",1.0,4.0.3 and up,,,,,Unknown,,,,
"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21.0,1000000,Free,0.0,Mature 17+,Comics,"July 6, 2018",2.3.1,4.0.3 and up,,,,,Unknown,,,,
Emmanuella Funny Videos 2018,COMICS,4.5,314,6.1,100000,Free,0.0,Everyone,Comics,"May 23, 2018",3.1.0,4.1 and up,,,,,Unknown,,,,
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15.0,1000000,Free,0.0,Teen,Comics,"July 19, 2018",4.7.3,4.2 and up,,,,,Unknown,,,,
Marvel Unlimited,COMICS,3.7,22551,11.0,1000000,Free,0.0,Teen,Comics,"July 24, 2018",3.16.0,4.4 and up,,,,,Unknown,,,,
"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29.0,1000000,Free,0.0,Teen,Comics,"July 31, 2018",4.1.0,4.4 and up,,,,,Unknown,,,,
Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3.3,100000,Free,0.0,Everyone,Comics,"December 18, 2017",1.6,4.0 and up,,,,,Unknown,,,,
Faustop Sounds,COMICS,4.7,1677,40.0,100000,Free,0.0,Everyone,Comics,"May 26, 2018",1.7.7,4.1 and up,,,,,Unknown,,,,
Manga Mania - Best online manga reader,COMICS,4.4,757,10.0,10000,Free,0.0,Teen,Comics,"May 24, 2018",1.0,4.1 and up,,,,,Unknown,,,,
- Free Comics - Comic Apps,COMICS,3.5,115,9.1,10000,Free,0.0,Mature 17+,Comics,"July 13, 2018",5.0.12,5.0 and up,,,,,Unknown,,,,
Manga AZ - Manga Comic Reader,COMICS,3.3,125,4.7,5000,Free,0.0,Teen,Comics,"July 24, 2018",1.0.4,4.0.3 and up,,,,,Unknown,,,,
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38.0,500000,Free,0.0,Everyone 10+,Comics,"July 31, 2018",4.3.0,4.1 and up,,,,,Unknown,,,,
Funny Jokes and Stories 2018,COMICS,4.2,21,6.7,5000,Free,0.0,Everyone,Comics,"March 31, 2018",1.3,4.0 and up,,,,,Unknown,,,,
Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15,37.0,1000,Free,0.0,Everyone,Comics,"June 26, 2018",2.0,4.0.3 and up,,,,,Unknown,,,,
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7.8,10000,Free,0.0,Teen,Comics,"June 16, 2018",1.01,4.0.3 and up,0.3971,0.46749999999999997,0.5325,0.0,Positive,7.0,3.0,0.0,10.0
think Comics,COMICS,4.4,1006,19.0,50000,Free,0.0,Everyone,Comics,"August 3, 2018",2.3.3,4.0.3 and up,,,,,Unknown,,,,
Memes Button,COMICS,4.4,5968,5.7,1000000,Free,0.0,Everyone,Comics,"May 28, 2018",1.4,4.0 and up,,,,,Unknown,,,,
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35.0,100000,Free,0.0,Everyone,Comics,"August 2, 2018",2.4.25,4.4 and up,,,,,Unknown,,,,
Messenger for SMS,COMMUNICATION,4.3,125257,17.0,10000000,Free,0.0,Teen,Communication,"June 6, 2018",1.8.9,4.1 and up,,,,,Unknown,,,,
My Tele2,COMMUNICATION,4.3,158679,8.8,5000000,Free,0.0,Everyone,Communication,"August 3, 2018",2.4.1,4.4 and up,,,,,Unknown,,,,
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16.0,100000000,Free,0.0,Everyone,Communication,"July 18, 2018",5.29.3,4.4 and up,,,,,Unknown,,,,
imo beta free calls and text,COMMUNICATION,4.3,659395,11.0,100000000,Free,0.0,Everyone,Communication,"June 7, 2018",9.8.000000010492,4.0 and up,,,,,Unknown,,,,
imo free video calls and chat,COMMUNICATION,4.3,4785892,11.0,500000000,Free,0.0,Everyone,Communication,"June 8, 2018",9.8.000000010501,4.0 and up,,,,,Unknown,,,,
Call Free – Free Call,COMMUNICATION,4.3,30209,15.0,5000000,Free,0.0,Everyone,Communication,"July 28, 2018",1.3.4,4.1 and up,,,,,Unknown,,,,
Web Browser & Explorer,COMMUNICATION,4.0,36901,6.6,5000000,Free,0.0,Everyone,Communication,"July 4, 2018",11.8.6,4.0.3 - 7.1.1,,,,,Unknown,,,,
Browser 4G,COMMUNICATION,4.3,192948,6.6,10000000,Free,0.0,Everyone,Communication,"June 19, 2018",24.6.6,4.0.3 - 7.1.1,0.37367058823529414,0.5386470588235294,0.432,0.02935294117647059,Positive,26.0,7.0,1.0,34.0
Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1,10000000,Free,0.0,Everyone,Communication,"July 2, 2018",3.2.0.100171,4.1 and up,0.07609,0.1577,0.717375,0.12484999999999999,Positive,22.0,4.0,14.0,40.0
TracFone My Account,COMMUNICATION,3.6,20769,18.0,1000000,Free,0.0,Everyone,Communication,"July 11, 2018",R6.0.3,4.1 and up,,,,,Unknown,,,,
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4.0,1000000,Free,0.0,Everyone,Communication,"July 6, 2018",5.2,5.0 and up,0.4630671875,0.2345,0.6804375,0.085125,Positive,47.0,7.0,10.0,64.0
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37.0,10000000,Free,0.0,Mature 17+,Communication,"August 2, 2018",6.7.9.1,4.0.3 and up,,,,,Unknown,,,,
Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22.0,5000000,Free,0.0,Everyone,Communication,"July 31, 2018",1.60.0.31354-release,4.0.3 and up,,,,,Unknown,,,,
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3.3,100000000,Free,0.0,Teen,Communication,"July 18, 2018",11.4.0,4.0 and up,,,,,Unknown,,,,
WhatsApp Business,COMMUNICATION,4.4,136662,32.0,10000000,Free,0.0,Everyone,Communication,"July 30, 2018",2.18.116,4.0.3 and up,,,,,Unknown,,,,
My magenta,COMMUNICATION,3.9,42370,37.0,1000000,Free,0.0,Everyone,Communication,"June 25, 2018",7.5.1,5.0 and up,,,,,Unknown,,,,
Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17.0,100000,Free,0.0,Everyone,Communication,"July 16, 2018",2.1,4.1 and up,,,,,Unknown,,,,
Omlet Chat,COMMUNICATION,3.9,40751,35.0,10000000,Free,0.0,Teen,Communication,"November 4, 2016",2.2.7600,4.0.3 and up,,,,,Unknown,,,,
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40.0,500000000,Free,0.0,Teen,Communication,"August 2, 2018",12.8.5.1121,4.0 and up,,,,,Unknown,,,,
My Vodacom SA,COMMUNICATION,3.7,25021,61.0,5000000,Free,0.0,Everyone,Communication,"June 26, 2018",9.9.0,4.3 and up,,,,,Unknown,,,,
Microsoft Edge,COMMUNICATION,4.3,27187,66.0,5000000,Free,0.0,Everyone,Communication,"July 28, 2018",42.0.0.2059,4.4 and up,,,,,Unknown,,,,
Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122498,0.079,10000000,Free,0.0,Everyone,Communication,"September 2, 2015",0.1.100944346,4.0.3 and up,,,,,Unknown,,,,
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25.0,10000000,Free,0.0,Everyone,Communication,"July 18, 2018",6.1,4.2 and up,,,,,Unknown,,,,
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14.0,5000000,Free,0.0,Everyone,Communication,"April 19, 2018",3.0.4,4.0 and up,0.5224166666666666,0.6161666666666666,0.3838333333333333,0.0,Positive,5.0,1.0,0.0,6.0
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24.0,100000000,Free,0.0,Everyone,Communication,"August 1, 2018",7.73,4.0 and up,0.3336807692307693,0.2759615384615385,0.6597692307692308,0.0643076923076923,Positive,19.0,6.0,1.0,26.0
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17.0,1000000,Free,0.0,Everyone,Communication,"August 2, 2018",4.98,2.3 and up,,,,,Unknown,,,,
chomp SMS,COMMUNICATION,4.3,335646,8.3,10000000,Free,0.0,Everyone,Communication,"July 26, 2018",7.21,2.3 and up,,,,,Unknown,,,,
Text SMS,COMMUNICATION,4.5,349384,8.2,10000000,Free,0.0,Everyone,Communication,"July 24, 2018",3.47,4.0.3 and up,,,,,Unknown,,,,
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4,1000000,Free,0.0,Everyone,Communication,"July 30, 2018",6.5.1,4.0.3 and up,,,,,Unknown,,,,
2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32.0,1000000,Free,0.0,Everyone,Communication,"August 3, 2018",5.65.0,4.0 and up,0.0877225,0.22615,0.603175,0.17065,Positive,19.0,5.0,16.0,40.0
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1,50000000,Free,0.0,Everyone,Communication,"July 31, 2018",5.22.18.0006,4.0 and up,0.26170000000000004,0.311,0.4985,0.191,Negative,1.0,0.0,1.0,2.0
Ninesky Browser,COMMUNICATION,4.2,42925,2.8,1000000,Free,0.0,Everyone,Communication,"August 27, 2017",6.1,2.3 and up,,,,,Unknown,,,,
Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2.2,1000000,Free,0.0,Everyone,Communication,"March 20, 2018",1.4.1.0,4.0.3 and up,,,,,Unknown,,,,
Web Browser for Android,COMMUNICATION,4.1,55098,4.3,1000000,Free,0.0,Everyone,Communication,"June 20, 2018",2.2,4.0 and up,,,,,Unknown,,,,
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4.7,10000000,Free,0.0,Everyone,Communication,"April 1, 2016",6.4.0.4,4.0 and up,0.2608825,0.1992,0.6913,0.10952500000000001,Positive,24.0,3.0,13.0,40.0
Lightning Web Browser,COMMUNICATION,4.1,12578,2.3,500000,Free,0.0,Everyone,Communication,"July 10, 2017",4.5.1,4.0 and up,,,,,Unknown,,,,
Web Browser,COMMUNICATION,4.2,10965,2.3,500000,Free,0.0,Everyone,Communication,"February 2, 2015",2.0,3.0 and up,,,,,Unknown,,,,
Contacts+,COMMUNICATION,4.2,190613,11.0,10000000,Free,0.0,Everyone,Communication,"July 31, 2018",5.85.1,4.0.3 and up,0.3918736842105263,0.4441052631578948,0.49713157894736837,0.05878947368421052,Positive,29.0,6.0,3.0,38.0
ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7,10000000,Free,0.0,Everyone,Communication,"March 5, 2017",196,2.1 and up,0.3734137931034483,0.22586206896551725,0.6618620689655172,0.11206896551724138,Positive,21.0,0.0,8.0,29.0
PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13.0,1000000,Free,0.0,Everyone,Communication,"April 18, 2018",3.0.7,4.0 and up,,,,,Unknown,,,,
Safest Call Blocker,COMMUNICATION,4.4,27540,3.7,1000000,Free,0.0,Everyone,Communication,"January 5, 2018",1.26.001,4.0 and up,,,,,Unknown,,,,
Full Screen Caller ID,COMMUNICATION,4.2,104990,10.0,5000000,Free,0.0,Everyone,Communication,"May 15, 2018",3.5.0,4.0.3 and up,0.3216516129032258,0.44999999999999996,0.5175483870967742,0.03248387096774194,Positive,21.0,7.0,3.0,31.0
Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13.0,10000000,Free,0.0,Mature 17+,Communication,"July 25, 2018",8.1.2-6310,5.0 and up,,,,,Unknown,,,,
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13.0,10000000,Free,0.0,Mature 17+,Communication,"July 13, 2018",5.1.2-6310,5.0 and up,,,,,Unknown,,,,
Should I Answer?,COMMUNICATION,4.8,237468,8.8,1000000,Free,0.0,Everyone,Communication,"July 26, 2018",2018.1.715,4.0 and up,,,,,Unknown,,,,
RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,5.5,1000000,Free,0.0,Everyone,Communication,"December 4, 2017",3.9.7,2.1 and up,,,,,Unknown,,,,
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20.0,10000000,Free,0.0,Everyone,Communication,"July 29, 2018",1.286,4.1 and up,0.9666,0.566,0.434,0.0,Positive,1.0,0.0,0.0,1.0
